_id,price,status,budget,platforms,docs,keyFeatures,created,startDate,price,stale
ObjectId(54f0cf1813e1f00300d64693),1150000,ready,,,,"[{""descriptions"":[""Main page is like a restaurant menu with different products you can buy"",""User selects a few products \u0026 quantities like on GrubHub, adding them to a cart, then proceeds to checkout""],""display"":""Menu page"",""title"":""Menu page""},{""descriptions"":[""User must sign up or log in before checkout"",""Enter name, address, phone number, credit card information"",""User must upload a photo id""],""display"":""Sign up"",""title"":""Sign up""},{""descriptions"":[""User pays for products using their credit card on file"",""After checkout, the admin backend is notified of a new order""],""display"":""Checkout"",""title"":""Checkout""},{""descriptions"":[""Simple backend in the app, only available to certain users, that shows new orders, addresses, allows admin to change order status""],""display"":""Admin backend"",""title"":""Admin backend""},{""descriptions"":[""Users can see order status, approximate delivery time (initially this would be a static number, not dynamically calculated)"",""Upon delivery, user must verify the delivery in front of the delivery person by tapping \""verify delivery\"" and signing a simple Square-like signature box""],""display"":""Order status screen"",""title"":""Order status screen""},{""descriptions"":[""Users can change address, credit card number, phone""],""display"":""User settings"",""title"":""User settings""},{""descriptions"":[],""display"":""Simple UI built by the developer"",""title"":""Simple UI built by the developer""}]",2015-02-27T20:10:00.091Z,2015-02-27T20:10:00.091Z,1150000,
ObjectId(54f1102613e1f00300d6469a),250000,ready,,,,"[{""descriptions"":[""Ability to signup \u0026 login via Twitter Digits"",""Backend for storing basic account properties""],""display"":""Twitter Digits based Accounts System"",""title"":""Twitter Digits based Accounts System""},{""descriptions"":[""Proof of integration with the API that allows for a simple transfer of a fixed amount to happen from the authenticated user's account to a master account.""],""display"":""Ability to trigger a transfer to a fixed Account via Plaid"",""title"":""Ability to trigger a transfer to a fixed Account via Plaid""}]",2015-02-28T00:47:34.565Z,2015-02-28T00:47:34.565Z,250000,
ObjectId(54f179bb13e1f00300d646a0),450000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Simple email based login and signup""],""display"":""Accounts"",""title"":""Accounts""},{""descriptions"":[""Users can post jobs that are visible to instructors""],""display"":""Ability to post workout and dietplans"",""title"":""Ability to post workout and dietplans""},{""descriptions"":[""Ability to pay out instructors who respond with diet plans""],""display"":""Payments"",""title"":""Payments""}]",2015-02-28T08:18:03.574Z,2015-04-19T04:10:37.706Z,450000,%!s(bool=true)
ObjectId(54f5476d48e10a0300ac3cc8),900000,ready,,,,"[{""descriptions"":[""Facebook connect"",""Specify your zip code""],""display"":""Sign up"",""title"":""Sign up""},{""descriptions"":[],""display"":""Main page lists local farms"",""title"":""Main page lists local farms""},{""descriptions"":[""Tapping on a farm from the main page brings up the farm page"",""Shows profile information on the farm such as location, pictures, name, farmer, short write-up"",""Has a list of products that this farm sells"",""User can tap on a product then choose a quantity to add that product to their cart""],""display"":""Farm page"",""title"":""Farm page""},{""descriptions"":[""Shows farm products that have been selected"",""User can checkout with Stripe"",""""],""display"":""Cart page"",""title"":""Cart page""},{""descriptions"":[""Allows admin to create or remove farms"",""Shows new orders with customer information so those orders can easily be filled""],""display"":""Admin backend"",""title"":""Admin backend""}]",2015-03-03T05:32:29.515Z,2015-03-03T05:32:29.515Z,900000,
ObjectId(54f549eafcc77f0300d4cee2),800000,ready,,,,"[{""descriptions"":[""Specify your zip code"",""Facebook auth""],""display"":""Sign up"",""title"":""Sign up""},{""descriptions"":[""List of suggested activities based on user's location"",""User can click \""+\"" to add activities they like to their bingo board""],""display"":""Main screen"",""title"":""Main screen""},{""descriptions"":[""User can see activities they have added"",""User can tap on an activity to complete it""],""display"":""Bingo screen"",""title"":""Bingo screen""},{""descriptions"":[""Users can combine their board with anyone they meet using a simple 6-letter code"",""Combining boards creates a new combined board that you \u0026 the other user can see with common activities highlighted \u0026 non-common activities hidden"",""App will have a page showing combo boards""],""display"":""Combo boards"",""title"":""Combo boards""}]",2015-03-03T05:43:06.260Z,2015-03-03T05:43:06.260Z,800000,%!s(bool=true)
ObjectId(54f54c2ba48ad90300b4b061),460000,done,,,"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":false,""isOpenDefault"":true,""isValid"":2,""name"":""Milestones"",""subType"":""progress"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Shows rental properties matching current search results"",""Allows for pin clustering""],""title"":""Full-screen map""},{""descriptions"":[""User can search for different places and/or characteristics such as \""beach front\"", \""wifi\"""",""Searches use backend data to filter results""],""title"":""Search box with filters""},{""descriptions"":[""Each property has a button to book"",""Booking takes the user to an existing booking backend""],""title"":""Booking""}]",2015-03-03T05:52:43.476Z,2015-03-03T05:52:43.476Z,460000,
ObjectId(54f54eb4a48ad90300b4b065),1200000,ready,,,,"[{""descriptions"":[""Users can sign up with LinkedIn"",""Investors are asked to complete an accredited investor questionnaire"",""All users must fill in basic profile info including name, picture, professional 1-liner""],""display"":""Signup"",""title"":""Signup""},{""descriptions"":[""Founders can create new startups"",""Must specify name, logo, 1-liner, description, amount of money they'd like to raise, details about existing investors, traction, screenshots, link to their app, and a few other fields"",""Viewing a startup shows its data nicely formatted as well as a progress bar for funding completion \u0026 the option to invest"",""Committing to invest takes the user to a page where they enter bank details and more information about their identity for verification purposes"",""Upon 100% funding, users can no longer invest in a startup. At this point admins can view all investor data \u0026 proceed to close the deal manually on the backend (set up LLC, initiate investor wires, wire proceeds to startup, etc)""],""display"":""Startups"",""title"":""Startups""},{""descriptions"":[""Users can view founder \u0026 investor profiles, showcasing this data in a clean format"",""Profiles link to startups that the founder or investor is involved in""],""display"":""User profiles"",""title"":""User profiles""},{""descriptions"":[""Admins can remove users, view current deals, view banking information for users for the purpose of completing closed deals""],""display"":""Admin backend"",""title"":""Admin backend""},{""descriptions"":[""integration of a custom UI provided by the customer""],""display"":""Design integration"",""title"":""Design integration""}]",2015-03-03T06:03:32.121Z,2015-03-03T06:03:32.121Z,1200000,%!s(bool=true)
ObjectId(54f551aaa48ad90300b4b068),1000000,ready,,,,"[{""descriptions"":[],""display"":""Users signup with Facebok"",""title"":""Users signup with Facebok""},{""descriptions"":[],""display"":""Monthly subscriptions with 1st month free"",""title"":""Monthly subscriptions with 1st month free""},{""descriptions"":[""User can browse videos by genre""],""display"":""Main page"",""title"":""Main page""},{""descriptions"":[""Video names, descriptions, preview frames are downloaded from an existing backend API"",""Simple recommendation engine based on previous views""],""display"":""Video data"",""title"":""Video data""},{""descriptions"":[""Streams video from the backend via MP4"",""Optionally displays captions""],""display"":""Video player"",""title"":""Video player""}]",2015-03-03T06:16:10.695Z,2015-03-03T06:16:10.695Z,1000000,
ObjectId(54f5533ffcc77f0300d4cee7),1000000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Auth with Facebook"",""Specify age, gender, height, and fitness goals""],""display"":""Sign up"",""title"":""Sign up""},{""descriptions"":[""App connects to bottle via BluetoothLE to get hydration data""],""display"":""Bottle connect"",""title"":""Bottle connect""},{""descriptions"":[""Shows how much water you should drink, how much you have had that day, how much water you must drink to meet your goal"",""Can see graphs over time of what % of your goal you reached""],""display"":""Stats page"",""title"":""Stats page""},{""descriptions"":[""Ranks you \u0026 your friends based on how close you come to reaching your goals, and how often""],""display"":""Leaderboard"",""title"":""Leaderboard""},{""descriptions"":[""Page showing the user's friends"",""User can invite friends by sending them a simple message""],""display"":""Invite friends"",""title"":""Invite friends""},{""descriptions"":[""User can turn on/off hydration reminders""],""display"":""Settings page"",""title"":""Settings page""}]",2015-03-03T06:22:55.328Z,2015-03-03T06:22:55.328Z,1000000,%!s(bool=true)
ObjectId(54f55556fcc77f0300d4cee9),900000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Users can see feed of events in their area"",""Can swipe right to attend an event""],""display"":""Events feed"",""title"":""Events feed""},{""descriptions"":[""Users login with Facebook""],""display"":""Sign up"",""title"":""Sign up""},{""descriptions"":[""Event planners can create events specifying location name, description, and a photo"",""Planners can invite users from an email list or social list""],""display"":""Event creation"",""title"":""Event creation""},{""descriptions"":[""Users can see event data laid out beautifully on each event page""],""display"":""Event page"",""title"":""Event page""},{""descriptions"":[""Users can see each other's profiles, chat"",""Event organizers can see user's flakiness scores""],""display"":""User profiles"",""title"":""User profiles""}]",2015-03-03T06:31:50.041Z,2015-03-03T06:31:50.041Z,900000,%!s(bool=true)
ObjectId(54f5571ba48ad90300b4b06f),800000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Data includes name, picture, description, address"",""Can invite property managers who are authorized to chat on behalf of the owner""],""display"":""Owners can create properties"",""title"":""Owners can create properties""},{""descriptions"":[""They accept invites from owners"",""They can invite tenants after lease is signed""],""display"":""Property managers can represent properties"",""title"":""Property managers can represent properties""},{""descriptions"":[""Can send messages when things break, ask questions""],""display"":""Tenants can engage with property managers"",""title"":""Tenants can engage with property managers""}]",2015-03-03T06:39:23.035Z,2015-03-03T06:39:23.035Z,800000,%!s(bool=true)
ObjectId(54f5588ffcc77f0300d4ceec),1300000,ready,,,,"[{""descriptions"":[""Live feed from the wifi camera of the baby"",""Video should look high quality on wifi""],""display"":""Live video feed"",""title"":""Live video feed""},{""descriptions"":[""User specifies email \u0026 password"",""Simple setup step to link the app to the wifi camera""],""display"":""Sign up"",""title"":""Sign up""},{""descriptions"":[""Icons appear for heart rate, breathing, and ambient temperature"",""Heart rate icon shows \""beat\"" animation at the same rate as the baby's heartbeat"",""Tapping on any icon shows a graph of that data over time"",""Icon turns red if there is a problem""],""display"":""Icons on live video feed"",""title"":""Icons on live video feed""},{""descriptions"":[""User can opt in to a subscription for $99/yr that stores 24x7 video of their baby"",""Video data should be stored on Amazon""],""display"":""Video storage subscription"",""title"":""Video storage subscription""}]",2015-03-03T06:45:35.578Z,2015-03-03T06:45:35.578Z,1300000,
ObjectId(54f55a3cfcc77f0300d4ceed),750000,ready,,,,"[{""descriptions"":[""Users can swipe left or right on apps"",""Each app is playable because it is an interactive ad served by mNectar""],""display"":""Main screen"",""title"":""Main screen""},{""descriptions"":[""Uses Facebook like data \u0026 data from user's previous likes / dislikes in the app""],""display"":""Recommendation system"",""title"":""Recommendation system""},{""descriptions"":[""User signs up with Facebook so that the app can capture their likes \u0026 other relevant data for recommendations""],""display"":""Sign up"",""title"":""Sign up""}]",2015-03-03T06:52:44.099Z,2015-03-03T06:52:44.099Z,750000,
ObjectId(54f55e4afcc77f0300d4cef2),820000,done,,,,"[{""descriptions"":[""Sign up via Facebook"",""User profiles visible to other users in that neighborhood"",""Profiles show avatar, name, self description"",""Users can message each other""],""title"":""User accounts""},{""descriptions"":[""See customer-provided mockups \u0026 spec for detail: http://bit.ly/1Mz3zEw""],""title"":""Property listings feature""},{""descriptions"":[""Admins can create boards that users can access and post content to"",""For-sale board will allow use of posting photos from camera phone"",""Listings are associated with users, can click on a user to see their profile""],""title"":""Craigslist-like forums""}]",2015-03-03T07:10:02.147Z,2015-03-03T07:10:02.147Z,820000,
ObjectId(54f56027fcc77f0300d4cef4),600000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[],""display"":""Research on data from  API's customer is using including Tripadvisor, Eventbrite"",""title"":""Research on data from  API's customer is using including Tripadvisor, Eventbrite""},{""descriptions"":[""Develop confidence scores for object membership in possible categories"",""Use self-declared category as a suggestion but incorporate context from the rest of the object such as event or activity title, description, organizer, location"",""Use existing semantic mapping databases"",""Keyword identification \u0026 statistical modeling of possible ontology memberships""],""display"":""Employ various strategies to autoclassify objects into customer categories, eg"",""title"":""Employ various strategies to autoclassify objects into customer categories, eg""}]",2015-03-03T07:17:59.560Z,2015-03-03T07:17:59.560Z,600000,%!s(bool=true)
ObjectId(54f56326fcc77f0300d4cef7),1800000,ready,,,,"[{""descriptions"":[],""display"":""SDK for 1-line integration into Android apps"",""title"":""SDK for 1-line integration into Android apps""},{""descriptions"":[],""display"":""Live chat with support representative, similar to Slack"",""title"":""Live chat with support representative, similar to Slack""},{""descriptions"":[""User can swipe through recommendations""],""display"":""KB recommendations when user types in certain questions"",""title"":""KB recommendations when user types in certain questions""}]",2015-03-03T07:30:46.231Z,2015-03-03T07:30:46.231Z,1800000,
ObjectId(54f564e6fcc77f0300d4cef8),1800000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Professionals can sign up, specify name, specialties, profile picture, self description, website link"",""Can add current \u0026 previous projects they have worked on"",""While a customer is adding a project they will be informed if it's already been added by another professional. If so, they can modify it by adding pictures or description text"",""User pays a subscription fee to be on the platform""],""display"":""Sign up / profile creation"",""title"":""Sign up / profile creation""},{""descriptions"":[""Can see all information above about a professional"",""Beautiful images highlighting projects they have worked on"",""Allow for messaging the professional"",""Profiles have uniform look \u0026 feel""],""display"":""Professional profiles"",""title"":""Professional profiles""},{""descriptions"":[""Clicking on a member's project takes you to the project profile"",""Project profiles are maintained by the community like wiki pages"",""Information included: address, project name (if any), description, list of professionals that worked on the project, pictures of the project (final pictures \u0026 perhaps work-in-progress pictures)""],""display"":""Project profiles"",""title"":""Project profiles""},{""descriptions"":[""Shows new members that have signed up, recently popular projects""],""display"":""Home page"",""title"":""Home page""}]",2015-03-03T07:38:14.406Z,2015-03-03T07:38:14.406Z,1800000,%!s(bool=true)
